JourSemaine;JourFerie;Posan;Temperature;CONSOMMATION
0;1;0.37023965389651;13.2;44990
1;1;0.372972049866226;14.8;47399
2;0;0.375704445835942;16.1;54816
3;0;0.378436841805658;16.4;54984
4;0;0.381169237775374;13.9;56368
5;0;0.38390163374509;16.3;55675
6;0;0.386634029714806;21.2;46269
0;0;0.389366425684522;16.4;43876
1;0;0.392098821654238;13.3;56097
2;0;0.394831217623954;15.1;55784
3;0;0.39756361359367;16.8;54612
4;0;0.400296009563386;19.2;53253
5;0;0.403028405533102;20.9;53036
6;0;0.405760801502818;20.8;45459
0;0;0.408493197472534;16.6;42885
1;0;0.41122559344225;15.9;54408
2;0;0.413957989411966;15.4;56307
3;0;0.416690385381682;15.6;56063
4;0;0.419422781351397;15.2;56299
5;0;0.422155177321113;15.5;55961
6;0;0.424887573290829;16.7;47740
0;0;0.427619969260545;18.1;43119
1;0;0.430352365230261;20.8;52708
2;0;0.433084761199977;23.2;52969
3;0;0.435817157169693;21.8;53429
4;0;0.438549553139409;21.2;52378
5;0;0.441281949109125;21.2;52341
6;0;0.444014345078841;19.5;45470
0;0;0.446746741048557;18.3;42376
1;0;0.449479137018273;18;52968
2;0;0.452211532987989;17.1;52690
3;0;0.454943928957705;17.3;54006
4;0;0.457676324927421;17.5;53969
5;0;0.460408720897137;17.9;53787
6;0;0.463141116866853;17.2;46249
0;0;0.465873512836569;17.6;42878
1;0;0.468605908806284;18.3;53444
2;0;0.471338304776;20.3;54854
3;0;0.474070700745716;25.3;55353
4;0;0.476803096715432;26.6;55425
5;0;0.479535492685148;22.8;54334
6;0;0.482267888654864;19.9;45942
0;0;0.48500028462458;19.3;42293
1;0;0.487732680594296;19.3;53278
2;0;0.490465076564012;20.4;53934
3;0;0.493197472533728;20.8;54642
4;0;0.495929868503444;20.1;55063
5;0;0.49866226447316;21.2;54807
6;0;0.501394660442876;18.8;46363
0;0;0.504127056412592;18.9;42666
1;0;0.506859452382308;20.6;53947
2;0;0.509591848352024;21.3;55193
3;0;0.51232424432174;21.7;55222
4;0;0.515056640291456;24.3;55625
5;0;0.517789036261172;25.4;55631
6;0;0.520521432230887;24.1;47791
0;0;0.523253828200603;26.1;44222
1;0;0.525986224170319;21.9;54878
2;0;0.528718620140035;20.3;54919
3;0;0.531451016109751;18;53972
4;1;0.534183412079467;17;44362
5;0;0.536915808049183;19.9;48923
6;0;0.539648204018899;22.1;45016
0;0;0.542380599988615;25.2;42052
1;0;0.545112995958331;27.5;54251
2;0;0.547845391928047;29.8;56688
3;0;0.550577787897763;26.4;56551
4;0;0.553310183867479;23;55729
5;0;0.556042579837195;22.5;54420
6;0;0.558774975806911;22.7;46240
0;0;0.561507371776627;23.7;42461
1;0;0.564239767746343;24.3;53591
2;0;0.566972163716059;23.2;54181
3;0;0.569704559685774;22.2;53908
4;0;0.57243695565549;22;53882
5;0;0.575169351625206;22.5;52873
6;0;0.577901747594922;22.5;45485
0;0;0.580634143564638;21.9;41504
1;0;0.583366539534354;21.8;49022
2;0;0.58609893550407;21.6;50181
3;0;0.588831331473786;23.7;50668
4;0;0.591563727443502;20.4;50550
5;0;0.594296123413218;20.1;48776
6;0;0.597028519382934;21.6;42864
0;0;0.59976091535265;24.1;40040
1;0;0.602493311322366;22.2;47542
2;0;0.605225707292082;20.2;47866
3;0;0.607958103261798;18.7;47195
4;0;0.610690499231514;19.3;47445
5;0;0.61342289520123;21.6;47453
6;0;0.616155291170945;24.8;43273
0;0;0.618887687140661;25.1;39859
1;1;0.621620083110377;25.7;41354
2;0;0.624352479080093;25.6;49213
3;0;0.627084875049809;24.6;49710
4;0;0.629817271019525;21.1;49938
5;0;0.632549666989241;22.3;49707
6;0;0.635282062958957;20.2;44163
0;0;0.638014458928673;19.7;40379
1;0;0.640746854898389;23.1;50484
2;0;0.643479250868105;27.1;52918
3;0;0.646211646837821;27.8;54116
4;0;0.648944042807537;28.6;55042
5;0;0.651676438777253;27.5;54860
6;0;0.654408834746969;28.5;47549
0;0;0.657141230716685;24;42888
1;0;0.659873626686401;21.3;53882
2;0;0.662606022656117;22.2;54516
3;0;0.665338418625833;24.9;55418
4;0;0.668070814595549;23.9;55429
5;0;0.670803210565264;24.8;55266
6;0;0.67353560653498;23.8;47112
0;0;0.676268002504696;23;43514
1;0;0.679000398474412;20.9;54493
2;0;0.681732794444128;23.4;55739
3;0;0.684465190413844;24.9;55403
4;0;0.68719758638356;23.4;55088
5;0;0.689929982353276;22.9;54741
6;0;0.692662378322992;23.9;47017
0;0;0.695394774292708;22.4;43318
1;0;0.698127170262424;26.5;54649
2;0;0.70085956623214;27.2;55911
3;0;0.703591962201856;22;54874
4;0;0.706324358171572;18.9;54106
5;0;0.709056754141288;17.8;53266
6;0;0.711789150111004;16.2;45769
0;0;0.714521546080719;16.7;43636
1;0;0.717253942050435;18.2;53297
2;0;0.719986338020151;18.5;53452
3;0;0.722718733989867;18.9;53842
4;0;0.725451129959583;19.6;53582
5;0;0.728183525929299;20;53329
6;0;0.730915921899015;21.2;46142
0;0;0.733648317868731;19.6;43126
1;0;0.736380713838447;17.5;53447
2;0;0.739113109808163;19;54079
3;0;0.741845505777879;20.3;53988
4;0;0.744577901747595;20.4;53743
5;0;0.747310297717311;18.4;53785
6;0;0.750042693687027;16.5;47550
0;0;0.752775089656743;15.5;44764
1;0;0.755507485626459;16.4;53912
2;0;0.758239881596175;16.4;55107
3;0;0.760972277565891;15.5;55683
4;0;0.763704673535607;12.5;56777
5;0;0.766437069505323;13;58006
6;0;0.769169465475038;14.2;50639
0;0;0.771901861444754;13.4;48215
1;0;0.77463425741447;12.2;60113
2;0;0.777366653384186;11;62140
3;0;0.780099049353902;11.1;63467
4;0;0.782831445323618;11;64981
5;0;0.785563841293334;12.3;64017
6;0;0.78829623726305;14;53341
0;0;0.791028633232766;15.7;49554
1;0;0.793761029202482;14.9;59482
2;0;0.796493425172198;14.4;60253
3;0;0.799225821141914;12.7;61895
4;0;0.80195821711163;12.3;62922
5;0;0.804690613081346;12.1;63405
6;0;0.807423009051062;10.3;56273
0;0;0.810155405020778;11;54125
1;0;0.812887800990494;14.7;62386
2;0;0.815620196960209;14;62213
3;0;0.818352592929925;12.8;62545
4;0;0.821084988899641;12.2;62771
5;0;0.823817384869357;11.6;62970
6;0;0.826549780839073;12;54805
0;0;0.829282176808789;14.1;50287
1;0;0.832014572778505;15.1;55771
2;1;0.834746968748221;14;51589
3;0;0.837479364717937;12.4;62572
4;0;0.840211760687653;10.9;63991
5;0;0.842944156657369;10.7;66648
6;0;0.845676552627085;11.6;57583
0;0;0.848408948596801;8.4;56777
1;0;0.851141344566517;6.9;71039
2;0;0.853873740536233;7.1;73119
3;0;0.856606136505949;8.3;74160
4;0;0.859338532475665;10.7;70514
5;1;0.862070928445381;9.8;60055
6;0;0.864803324415096;7.7;63639
0;0;0.867535720384812;10;59317
1;0;0.870268116354528;8.4;70265
2;0;0.873000512324244;9.8;70122
3;0;0.87573290829396;11.7;68238
4;0;0.878465304263676;12.2;66419
5;0;0.881197700233392;11.2;67316
6;0;0.883930096203108;9.6;61155
0;0;0.886662492172824;13.5;56655
1;0;0.88939488814254;14.2;65520
2;0;0.892127284112256;11.4;67494
3;0;0.894859680081972;11.8;67737
4;0;0.897592076051688;12;66867
5;0;0.900324472021404;10.2;68259
6;0;0.90305686799112;9.9;61150
0;0;0.905789263960836;9.7;58632
1;0;0.908521659930552;7.1;71377
2;0;0.911254055900268;4.4;77170
3;0;0.913986451869984;6.7;77532
4;0;0.916718847839699;6.5;78113
5;0;0.919451243809415;5.8;79253
6;0;0.922183639779131;6.1;69936
0;0;0.924916035748847;5.7;68084
1;0;0.927648431718563;8.5;75644
2;0;0.930380827688279;8.8;74865
3;0;0.933113223657995;8.2;75762
4;0;0.935845619627711;8.4;75453
5;0;0.938578015597427;9;74000
6;0;0.941310411567143;7.2;67809
0;0;0.944042807536859;7.9;64692
1;0;0.946775203506575;7.3;74445
2;0;0.949507599476291;7.9;74813
3;0;0.952239995446007;8.2;74025
4;0;0.954972391415723;7.2;75213
5;0;0.957704787385439;8.8;72609
6;0;0.960437183355155;7.5;67751
0;0;0.96316957932487;4.5;67949
1;0;0.965901975294586;5;79731
2;0;0.968634371264302;5.1;79227
3;0;0.971366767234018;6;78528
4;0;0.974099163203734;7.8;74665
5;0;0.97683155917345;7.7;71890
6;0;0.979563955143166;9.8;61666
0;1;0.982296351112882;10.1;55323
1;0;0.985028747082598;10.2;62404
2;0;0.987761143052314;6.7;68087
3;0;0.99049353902203;6;71427
4;0;0.993225934991746;3.4;75270
5;0;0.995958330961462;1.3;77974
6;0;0.998690726931178;0.5;76060
0;1;0.00136994120668988;1.6;69539
1;0;0.00410982362006964;3.4;79774
2;0;0.0068497060334494;2.3;84308
3;0;0.00958958844682916;3.4;86363
4;0;0.0123294708602089;4.6;83043
5;0;0.0150693532735887;0.7;86609
6;0;0.0178092356869684;1.1;82873
0;0;0.0205491181003482;5.3;74973
1;0;0.023289000513728;5.7;81385
2;0;0.0260288829271077;6;80895
3;0;0.0287687653404875;7.8;79277
4;0;0.0315086477538672;7.9;77155
5;0;0.034248530167247;4.5;80337
6;0;0.0369884125806267;4.6;74761
0;0;0.0397282949940065;4.1;73344
1;0;0.0424681774073863;4.1;81776
2;0;0.045208059820766;0.3;87029
3;0;0.0479479422341458;-0.5;91027
4;0;0.0506878246475255;-0.3;91141
5;0;0.0534277070609053;0.8;90577
6;0;0.0561675894742851;2.1;83314
0;0;0.0589074718876648;2.8;80172
1;0;0.0616473543010446;2.7;87653
2;0;0.0643872367144243;1.6;89155
3;0;0.0671271191278041;0.4;90682
4;0;0.0698670015411839;1;90784
5;0;0.0726068839545636;6.7;86137
6;0;0.0753467663679434;8.4;72144
0;0;0.0780866487813231;7.6;68429
1;0;0.0808265311947029;9.4;76488
2;0;0.0835664136080827;10.6;73209
3;0;0.0863062960214624;11.2;71500
4;0;0.0890461784348422;12.3;70629
5;0;0.0917860608482219;9.5;71689
6;0;0.0945259432616017;8.5;66189
0;0;0.0972658256749814;7.7;64903
1;0;0.100005708088361;7.4;75756
2;0;0.102745590501741;9;74615
3;0;0.105485472915121;7;76475
4;0;0.1082253553285;4.9;78999
5;0;0.11096523774188;4.8;79885
6;0;0.11370512015526;4.1;74401
0;0;0.11644500256864;7;69601
1;0;0.11918488498202;10.6;73768
2;0;0.121924767395399;10.4;72900
3;0;0.124664649808779;13.3;68662
4;0;0.127404532222159;11.5;68663
5;0;0.130144414635539;9.5;69414
6;0;0.132884297048918;9.5;62198
0;0;0.135624179462298;10.1;60222
1;0;0.138364061875678;10.6;69847
2;0;0.141103944289058;11.8;68248
3;0;0.143843826702437;11.5;68219
4;0;0.146583709115817;11.3;68769
5;0;0.149323591529197;8.6;68772
6;0;0.152063473942577;9.1;62753
0;0;0.154803356355956;11.1;58818
1;0;0.157543238769336;11.5;68468
2;0;0.160283121182716;7.9;73131
3;0;0.163023003596096;9.5;73250
4;0;0.165762886009475;11;67940
5;0;0.168502768422855;12.7;67210
6;0;0.171242650836235;9.1;61599
0;0;0.173982533249615;8.6;62172
1;0;0.176722415662994;8.7;71530
2;0;0.179462298076374;9;71598
3;0;0.182202180489754;11.8;70568
4;0;0.184942062903134;13.5;65823
5;0;0.187681945316513;13.5;63151
6;0;0.190421827729893;15;54344
0;0;0.193161710143273;13.2;52892
1;0;0.195901592556653;12.9;61918
2;0;0.198641474970033;13;62541
3;0;0.201381357383412;13;62652
4;0;0.204121239796792;15.9;59854
5;0;0.206861122210172;13.4;60366
6;0;0.209601004623552;11.8;56997
0;0;0.212340887036931;13.3;52232
1;0;0.215080769450311;12.7;61725
2;0;0.217820651863691;11;63280
3;0;0.220560534277071;10.6;64707
4;0;0.22330041669045;10.7;65619
5;0;0.22604029910383;10.9;65851
6;0;0.22878018151721;12.6;56548
0;0;0.23152006393059;12.7;51950
1;0;0.234259946343969;15.1;59315
2;0;0.236999828757349;15.1;58601
3;0;0.239739711170729;16.3;58345
4;0;0.242479593584109;18.4;56274
5;0;0.245219475997488;15.8;55641
6;0;0.247959358410868;12;51576
0;0;0.250699240824248;12.5;49761
1;0;0.253439123237628;15.4;57820
2;0;0.256179005651007;15;57957
3;0;0.258918888064387;13.3;58674
4;0;0.261658770477767;12.5;59419
5;0;0.264398652891147;13.6;58322
6;0;0.267138535304527;17.2;48895
0;0;0.269878417717906;19.3;44140
1;0;0.272618300131286;16.6;54432
2;0;0.275358182544666;14.1;56133
3;0;0.278098064958046;15.3;56505
4;0;0.280837947371425;14.8;56797
5;0;0.283577829784805;14.7;55806
6;0;0.286317712198185;13.4;50097
0;1;0.289057594611565;13.1;46938
1;1;0.291797477024944;13.4;48829
2;0;0.294537359438324;11;59697
3;0;0.297277241851704;10.4;61391
4;0;0.300017124265084;9.8;62357
5;0;0.302757006678463;13.7;60395
6;0;0.305496889091843;15.3;51398
0;0;0.308236771505223;14.3;47662
1;0;0.310976653918603;15.4;56918
2;0;0.313716536331982;10.9;59625
3;0;0.316456418745362;8.4;63277
4;0;0.319196301158742;8.7;64639
5;0;0.321936183572122;10.5;63781
6;0;0.324676065985501;13.9;53021
0;0;0.327415948398881;15.6;48491
1;1;0.330155830812261;11.6;49985
2;0;0.332895713225641;13;60354
3;0;0.335635595639021;12.9;60912
4;0;0.3383754780524;13.1;60395
5;0;0.34111536046578;15;58121
6;0;0.34385524287916;13.5;51991
0;0;0.34659512529254;14.1;47993
1;1;0.349335007705919;13.4;49730
2;0;0.352074890119299;14.2;57647
3;0;0.354814772532679;17;56366
4;0;0.357554654946059;16.7;56550
5;0;0.360294537359438;18.1;55291
6;0;0.363034419772818;17.4;47858
0;0;0.365774302186198;18.2;43937
1;0;0.368514184599578;20.8;53499
2;0;0.371254067012957;23.9;53495
3;0;0.373993949426337;24.6;53836
4;0;0.376733831839717;17.6;54362
5;0;0.379473714253097;13.6;54686
6;0;0.382213596666476;14.9;47508
0;0;0.384953479079856;18.5;43099
1;0;0.387693361493236;21.5;52974
2;0;0.390433243906616;20.1;53335
3;0;0.393173126319995;21.4;53512
4;1;0.395913008733375;23.7;44626
5;0;0.398652891146755;24.7;48502
6;0;0.401392773560135;25;44920
0;0;0.404132655973514;25;41846
1;0;0.406872538386894;24.4;54088
2;0;0.409612420800274;20.8;54304
3;0;0.412352303213654;21.3;54187
4;0;0.415092185627033;23.7;54096
5;0;0.417832068040413;24.6;54210
6;0;0.420571950453793;19.8;46167
0;1;0.423311832867173;17.8;41336
1;1;0.426051715280553;19.8;44110
2;0;0.428791597693932;16.8;53303
3;0;0.431531480107312;16.8;53154
4;0;0.434271362520692;21.6;53190
5;0;0.437011244934072;19.7;53468
6;0;0.439751127347451;23.5;46286
0;0;0.442491009760831;25.8;42341
1;0;0.445230892174211;21.1;53561
2;0;0.447970774587591;22.8;54842
3;0;0.45071065700097;24.8;55423
4;0;0.45345053941435;25.5;56579
5;0;0.45619042182773;21.8;55018
6;0;0.45893030424111;23.7;47202
0;0;0.461670186654489;26.4;43426
1;0;0.464410069067869;28.6;56467
2;0;0.467149951481249;30;58083
3;0;0.469889833894629;29.7;58865
4;0;0.472629716308008;28.8;58877
5;0;0.475369598721388;22.8;56541
6;0;0.478109481134768;23;47964
0;0;0.480849363548148;22.6;43536
1;0;0.483589245961527;23.9;55109
2;0;0.486329128374907;24;56015
3;0;0.489069010788287;20.9;54769
4;0;0.491808893201667;18.3;53675
5;0;0.494548775615047;17;53577
6;0;0.497288658028426;16.9;46693
0;0;0.500028540441806;17.7;43444
1;0;0.502768422855186;20.3;53256
2;0;0.505508305268566;23.9;54825
3;0;0.508248187681945;27.1;55823
4;0;0.510988070095325;26.2;56619
5;0;0.513727952508705;27.8;56799
6;0;0.516467834922085;26;48619
0;0;0.519207717335464;24.8;43883
1;0;0.521947599748844;21.2;54692
2;0;0.524687482162224;21;54789
3;0;0.527427364575604;22.1;55771
4;0;0.530167246988983;22.3;55072
5;1;0.532907129402363;21.7;45498
6;0;0.535647011815743;22.1;45089
0;0;0.538386894229123;24.3;42775
1;0;0.541126776642502;26.2;55151
2;0;0.543866659055882;28.8;56595
3;0;0.546606541469262;25.5;56600
4;0;0.549346423882642;21.8;55175
5;0;0.552086306296022;22.2;54065
6;0;0.554826188709401;21.2;46564
0;0;0.557566071122781;20.6;42669
1;0;0.560305953536161;19.2;52846
2;0;0.56304583594954;19.4;53596
3;0;0.56578571836292;20.9;53873
4;0;0.5685256007763;20.9;53738
5;0;0.57126548318968;21.7;52620
6;0;0.574005365603059;23.8;45409
0;0;0.576745248016439;23.3;42120
1;0;0.579485130429819;22.3;50627
2;0;0.582225012843199;23.6;51717
3;0;0.584964895256579;25.3;52009
4;0;0.587704777669958;25.1;52366
5;0;0.590444660083338;24.2;51619
6;0;0.593184542496718;22.8;44898
0;0;0.595924424910098;20.8;40407
1;0;0.598664307323477;23.4;47782
2;0;0.601404189736857;18.5;48238
3;0;0.604144072150237;18.8;47669
4;0;0.606883954563617;17.1;47668
5;0;0.609623836976996;17.7;47383
6;0;0.612363719390376;19.1;42352
0;0;0.615103601803756;20.7;39665
1;0;0.617843484217136;24.1;44797
2;1;0.620583366630515;23.2;41762
3;0;0.623323249043895;22.5;47918
4;0;0.626063131457275;22.9;49014
5;0;0.628803013870655;22;49878
6;0;0.631542896284034;19.7;43502
0;0;0.634282778697414;20.1;40337
1;0;0.637022661110794;22.3;50044
2;0;0.639762543524174;25.4;51781
3;0;0.642502425937553;23.4;52002
4;0;0.645242308350933;22.7;52488
5;0;0.647982190764313;22.8;52868
6;0;0.650722073177693;24.9;46047
0;0;0.653461955591073;26;42449
1;0;0.656201838004452;27;54466
2;0;0.658941720417832;27.4;55765
3;0;0.661681602831212;22.6;56016
4;0;0.664421485244592;17.9;54285
5;0;0.667161367657971;18.7;52920
6;0;0.669901250071351;17.7;45522
0;0;0.672641132484731;18.1;42789
1;0;0.675381014898111;20.6;53281
2;0;0.67812089731149;21.4;54310
3;0;0.68086077972487;19;54364
4;0;0.68360066213825;17.9;54091
5;0;0.68634054455163;18.5;54163
6;0;0.689080426965009;16.2;46719
0;0;0.691820309378389;16.1;43477
1;0;0.694560191791769;17.2;53624
2;0;0.697300074205149;17;53847
3;0;0.700039956618528;18.3;55537
4;0;0.702779839031908;15.5;55741
5;0;0.705519721445288;15.1;55032
6;0;0.708259603858668;14.5;48269
0;0;0.710999486272047;14.2;46295
1;0;0.713739368685427;14.3;56372
2;0;0.716479251098807;14.2;56899
3;0;0.719219133512187;16.1;57133
4;0;0.721959015925567;17.4;55631
5;0;0.724698898338946;17.3;55394
6;0;0.727438780752326;18.1;47965
0;0;0.730178663165706;19.4;44275
1;0;0.732918545579086;17.3;54673
2;0;0.735658427992465;17.4;55200
3;0;0.738398310405845;17.9;55309
4;0;0.741138192819225;19.7;54893
5;0;0.743878075232605;21.1;54172
6;0;0.746617957645984;16.5;47803
0;0;0.749357840059364;15.6;45486
1;0;0.752097722472744;17.7;55391
2;0;0.754837604886124;16.7;55298
3;0;0.757577487299503;16;56010
4;0;0.760317369712883;16.5;56561
5;0;0.763057252126263;14.8;56428
6;0;0.765797134539643;14.1;50280
0;0;0.768537016953022;15.2;47307
1;0;0.771276899366402;15.6;56593
2;0;0.774016781779782;16.2;56678
3;0;0.776756664193162;17.1;56784
4;0;0.779496546606541;18;55904
5;0;0.782236429019921;18.1;55005
6;0;0.784976311433301;17.6;47915
0;0;0.787716193846681;19.4;44486
1;0;0.790456076260061;20.3;54020
2;0;0.79319595867344;18.1;54982
3;0;0.79593584108682;18.2;55594
4;0;0.7986757235002;18;55327
5;0;0.80141560591358;16.3;55880
6;0;0.804155488326959;16.9;48905
0;0;0.806895370740339;13.3;47850
1;0;0.809635253153719;13.6;59319
2;0;0.812375135567099;16;58643
3;0;0.815115017980478;16.9;57583
4;0;0.817854900393858;15.9;57674
5;0;0.820594782807238;15.7;57419
6;0;0.823334665220618;11.6;52106
0;0;0.826074547633997;13.9;49706
1;0;0.828814430047377;12;59559
2;0;0.831554312460757;11.5;62962
3;1;0.834294194874137;13.2;54306
4;0;0.837034077287516;14.7;61488
5;0;0.839773959700896;15;59916
6;0;0.842513842114276;15.6;53020
0;0;0.845253724527656;10.3;52688
1;0;0.847993606941035;9.4;66020
2;0;0.850733489354415;8.5;69646
3;0;0.853473371767795;7.7;71382
4;0;0.856213254181175;8.6;69643
5;0;0.858953136594555;10.8;68806
6;1;0.861693019007934;12.1;58569
0;0;0.864432901421314;12.2;55208
1;0;0.867172783834694;8.4;69267
2;0;0.869912666248074;8.5;71422
3;0;0.872652548661453;7.9;72030
4;0;0.875392431074833;8.6;71814
5;0;0.878132313488213;9.5;70325
6;0;0.880872195901593;8.3;64380
0;0;0.883612078314972;8.8;61066
1;0;0.886351960728352;8.9;71837
2;0;0.889091843141732;10.9;70212
3;0;0.891831725555112;12.6;67220
4;0;0.894571607968491;15.1;64675
5;0;0.897311490381871;11.9;65289
6;0;0.900051372795251;7.9;61342
0;0;0.902791255208631;6.9;62791
1;0;0.90553113762201;8.1;74303
2;0;0.90827102003539;7.7;73870
3;0;0.91101090244877;5.8;76475
4;0;0.91375078486215;4.5;79464
5;0;0.916490667275529;3.3;81301
6;0;0.919230549688909;2.2;76716
0;0;0.921970432102289;2.5;75162
1;0;0.924710314515669;6.7;79563
2;0;0.927450196929049;6.7;78796
3;0;0.930190079342428;5.5;79872
4;0;0.932929961755808;6.9;80811
5;0;0.935669844169188;6.1;77784
6;0;0.938409726582567;4;73326
0;0;0.941149608995947;8.1;71201
1;0;0.943889491409327;8.5;76876
2;0;0.946629373822707;5.3;78996
3;0;0.949369256236087;7.3;80759
4;0;0.952109138649466;8.5;77073
5;0;0.954849021062846;6.9;77059
6;0;0.957588903476226;5.9;71426
0;0;0.960328785889606;5.5;71170
1;0;0.963068668302985;6.9;78453
2;0;0.965808550716365;4.8;80124
3;0;0.968548433129745;6.2;80090
4;0;0.971288315543125;8.4;75392
5;0;0.974028197956504;9.1;71512
6;0;0.976768080369884;8.9;63063
0;0;0.979507962783264;8;61476
1;1;0.982247845196644;6;60352
2;0;0.984987727610023;7.9;68281
3;0;0.987727610023403;6.4;70760
4;0;0.990467492436783;4.5;73956
5;0;0.993207374850163;5.5;75729
6;0;0.995947257263542;12.4;62612
0;0;0.998687139676922;12;57889
1;1;0.00136994120668988;9;57169
2;0;0.00410982362006964;8.8;69473
3;0;0.0068497060334494;11.7;69259
4;0;0.00958958844682916;13.5;68804
5;0;0.0123294708602089;11;67751
6;0;0.0150693532735887;8.3;63472
